compound,cjm_dmso_4hr_01,cjm_dmso_4hr_02,cjm_dmso_4hr_03,cjm_dmso_8hr_01,cjm_dmso_8hr_02,cjm_dmso_8hr_03,cjm_dmso_24hr_01,cjm_dmso_24hr_02,cjm_dmso_24hr_03,cjm_brd_4hr_01,cjm_brd_4hr_02,cjm_brd_4hr_03,cjm_brd_8hr_01,cjm_brd_8hr_02,cjm_brd_8hr_03,cjm_brd_24hr_01,cjm_brd_24hr_02,cjm_brd_24hr_03,639_dmso_4hr_01,639_dmso_4hr_02,639_dmso_4hr_03,639_dmso_8hr_01,639_dmso_8hr_02,639_dmso_8hr_03,639_dmso_24hr_01,639_dmso_24hr_02,639_dmso_24hr_03,639_brd_4hr_01,639_brd_4hr_02,639_brd_4hr_03,639_brd_8hr_01,639_brd_8hr_02,639_brd_8hr_03,639_brd_24hr_01,639_brd_24hr_02,639_brd_24hr_03,blank_01,blank_02,blank_03
CE(22:6)[2M+Na]+,47743.28,86789.06,6472.773,50046.39,45060.14,13394.96,28409.5,7772.606,4795.879,19244.82,33698.72,6862.196,26957.54,31932.28,24357.53,21291.67,2316.952,13775.56,408679.9,325845.9,196567.1,384278.8,389782.9,474126.6,195560.6,131650.4,157318,459670.2,419786.8,443867.8,567079.1,324791.4,421369,517736.8,268965.9,370103.1,0,6209.463,0
CE(16:1)[2M+Na]+,362708.2,705197.7,225705.8,203932,339780.9,151962.4,370294.1,274476.6,170709.8,448558.5,448792.7,97200.45,184698.6,375154.1,103565.9,344634.3,222097.8,336734.5,581296.2,462157.2,182697.8,377255.1,367007.9,529654.6,294603.9,298983.5,301676.2,552486.4,572447.2,609047.2,654931.7,591089.8,478617,1128644,618330.1,941446.8,0,0,0
CE(20:4)[2M+Na]+,133885.3,197472.1,75954.1,66553.57,104222.3,36712.7,139794.4,85016.52,116405.8,115610,112193.2,20279.96,54321.11,116649.1,80380.55,122916.6,76018.98,158422.6,167739.9,120040.9,128180.5,106982,102876.6,162906.2,72376.48,61540.98,67316.02,166927.7,217859,138934.4,183463,100057.7,144300.9,230139,80242.77,193674.8,0,0,0
CE(18:2)[2M+Na]+,234924.5,415125.1,128747.2,126954.9,171554.3,87897.41,202810.9,158852.9,105542.5,266908.8,218197.2,44993.4,97502.76,203072,75066.87,211689.2,133612.2,250671.1,340955.6,247063.2,145448,193802.8,194002,281271.8,137090.6,118940,144608.3,267648,345165.5,278708.1,291565.2,239624.4,290242.8,372148,169552,316744.6,0,0,0
CE(20:2)[M+H]+,30065.03,32158.59,21842.12,25663.33,40891.84,12519.88,4033.242,3029.047,0,32022.38,19333.19,5989.158,12591.82,21947.62,7383.598,0,0,2455.222,376091.5,364266.5,307255.7,446922.8,335039.2,459867.4,100772.9,89114.26,90076.57,288986.1,311241.8,418728.3,500212.9,378055.3,269166.7,538291.9,272100.3,327506,0,0,2253.319
CE(24:4)[M+Na]+,62859.72,102185.8,21500.54,49071.38,81106.34,29472.69,15171,6560.039,4900.862,45539.58,67199.79,14880.71,30928.6,59190.54,22030.67,15977.07,5626.312,4581.431,497225.2,464047.9,193665.8,511586.1,480581.5,684172.2,334758,336645.8,405344.5,550240.9,469248.3,582289.3,857268.3,595769.8,525590.1,876641.4,402078.2,525083.3,0,3552.311,5637.987
CE(18:2)[M+Na]+,794189.9,1682432,559425.5,423249.5,762374,326496.4,947987.8,420393.5,661886.8,916853.4,901183.4,179814,424076.3,563824.4,263350.5,822770.9,467326.8,1114464,1054685,816287.5,405278,684403.4,628343.2,1170915,562594.9,587331.2,585144.2,955884.5,409891.2,1118148,1010433,944725.7,1046387,1597853,841911,1515484,21704.66,0,1913.616
CE(20:3)[M+H]+,396486.8,879397.2,222259.1,222805,367003.5,155996.4,382255.8,232073,255532.4,438532.3,434632.5,81050.2,194410.9,402817.9,141029.1,325143.8,175171.2,390742,912272.2,831547.8,381004.4,671705.3,646635.2,1062855,417195.2,372254.5,421783.2,792871,903790.3,954139.2,944527.4,817689.7,823244.5,890159.2,420290.6,775907.7,6214.053,2663.984,0
CE(16:0)[2M+Na]+,697960.2,1602228,736343.3,591059.4,940482.3,421467.9,1092504,610301.1,558815.8,1087671,986574.2,320864.2,467076.3,1083720,335274.9,1051753,677514.7,805138.6,1107169,1533833,478962.4,1372529,746234.4,997832,917290.9,1006481,754125.1,645374.5,1199512,1351175,1681287,1510455,780769.8,1235588,1312961,1292020,0,0,2717.726
CE(20:5)[M+Na]+,779602.8,1457185,455767.4,543565.2,808787.8,244843.1,844816.5,471319,553183.6,713349.5,813861.4,137434.9,596649.8,784297.5,324738.8,751938,465101.5,1023366,1465886,1300162,488063.8,1197603,794008.8,1531772,632843.7,544036.7,576935.2,1647440,1526236,1609041,1723610,1112010,1105674,1463237,743423.8,1172076,21220.54,0,2389.755
CE(22:6)[M+Na]+,1886226,2995087,855932,1625342,2160048,735628.7,1377139,927111.3,1147285,1399296,1793186,429797.3,1184633,1795539,620766.4,1179231,688910.9,1426761,7751174,7546302,3222646,7805680,6802180,9824689,4978970,4393726,4807982,9241729,7781570,9040885,1.13E+07,7692360,8683283,1.11E+07,5311784,7492350,7452.005,0,0
CE(18:1)[2M+Na]+,1713926,2508793,770233.6,1115533,1503141,607781.2,1190428,864358.4,617907.3,1800974,1697865,389625.7,760474,1567002,938069.7,1142764,690961.6,885621.6,5271322,4702044,1954956,4487613,3941821,5881708,2952009,2994990,3529293,4983848,4754366,5798618,6427964,5814890,4044124,6348618,3508855,4452568,0,0,0
CE(18:1)[M+Na]+,1285807,1930997,519456.5,919827.8,1243633,465467,1009262,729941.8,508065.6,1382921,1349312,305742.5,746497.2,1355750,559031.8,1012233,524560.6,1141739,3056317,3224500,1223896,3012855,2596893,4039925,2153815,2159659,2414442,3454938,2878736,4127215,4101816,3867933,2551755,4231212,2438046,2945598,43578.53,2696.294,2167.984
CE(18:2)[M+H]+,11976.1,26708.21,7149.612,8600.157,23538.48,2357.354,9780.252,10869.62,10658.08,38249.46,17592.88,4853.725,14069.79,30901.33,8815.53,18580.35,10004.96,11417.69,44982.64,12752.08,5282.703,17359.73,3569.9,24917.15,7791.52,10400.45,3602.157,27598.72,12249.57,28325.97,24265.48,22086.81,23793.16,29779.82,24758.39,23562.62,142590.2,8133.417,8219.562
Carn(10:1)[M+H]+,56783.97,98367.07,34590.18,59560.89,65458.61,73010.81,39829.89,38348.52,35410.66,44592.34,74059.2,58178.49,70923.69,61301.19,42320.34,47364.32,50642.15,41512.38,52320.08,66181.12,54328.34,72628.32,43620.7,51257.86,38698.23,40643.28,50089.4,75579.52,60040.48,56605.98,67822.15,46557.58,74565.95,128649.2,60933.66,86586.79,17828.31,26146.94,15903.21
Carn(17:1)[M+H]+,59150.11,112013.8,101464.6,44308.77,78759.02,85381.13,15858.7,26607.24,21780.38,77857.91,104962.5,151007.1,48123.04,95216.99,67916.9,13626.3,26028.06,18293.88,26674.82,62107.74,37145.85,34948.53,50330.84,38085.57,29119.94,23266.37,39797.99,17363.34,31070.28,25005.76,10726.39,40726.15,22440.1,139938.7,60822.11,45038.67,2746.626,4537.886,4589.557
Carn(6:0)[M+H]+,54351.06,57724.32,58179.96,37814.09,80294.9,55443.87,27023.34,41580.59,33952.52,32967.79,67435.15,47725.11,38255.34,72897.7,45386.35,34229.23,36690.01,29751.23,54770.58,73939.02,61746.79,69303.41,55824.28,40896.78,91738.1,66816.49,230388.9,58950.55,60540.87,46738.75,51777.66,54011.5,77246.23,339121.5,165262.6,148790.1,27853.12,33311.52,22708.86
Carn(15:0)[M+H]+,116777.5,209635.2,258938.2,90539.41,181792,160198.7,40601.41,81797.16,62008.6,219482.2,244284.1,294291.7,88406.13,185299.2,152622.3,41303.49,78560.9,48849.53,46933.27,118444.1,76630.23,125767.7,89930.26,73987.08,51316.3,49036.75,53934.27,26257.92,55353.19,48423.03,29046.67,108447.8,59648.57,100355,130485,94774.98,6810.269,9077.376,5282.355
Carn(10:0)[M+H]+,51885.24,99523.21,40455.29,67747.68,79584.52,55790.92,43365.59,55512.53,42257.54,53427.89,109198,38499.72,83395.41,78099.4,33415.54,71690.45,36519.35,47487.14,106043.3,81358.66,55510.06,61579.54,68281.05,52596.39,47205.25,61457.71,57655.61,80981.57,76298.79,40832.54,75500.93,31171.38,51088.05,80328.17,63174.03,66139.77,20870.11,20954.95,22435.34
Carn(12:0)[M+H]+,41629.47,121222.2,103441.5,129939.7,135504.7,172279.4,91646.34,177504.7,172041.9,73708.2,146106.6,161866,126531.8,130162.9,112488,176273,216198.1,179870.2,157188.1,139097.7,121733.5,96146.87,137537.5,104888,111050.8,145202.4,160878.4,50356.44,70605.83,41260.34,50046.67,45803.03,57367.03,85844.68,75067.62,41081.06,6888.832,8248.616,11395.95
Carn(5:0)[M+H]+,1086317,1697942,1381720,1496173,2356967,1758412,1498866,1976461,1163305,402267.9,1951676,1516374,1456435,2083234,2156276,1180700,2096218,1083806,163913.5,268022.9,131786.7,231066.5,299980,254578.6,676902.9,612119.4,1044252,140822.6,152187.8,177184.7,84275.99,100436.2,132953,243121,239468.1,248103.1,37910.21,31006.67,28403.68
Carn(m18:0)[M+H]+,18767.13,27523.82,26770.74,8837.06,26340.51,27396.38,5653.625,7258.08,9615.009,239468.8,24941.28,31095.31,11002.7,19376.67,21730.81,5118.203,16876.73,6796.102,16957.37,26940.04,24670.51,6957.774,19940.35,17210.74,22948.9,26304.92,20354.17,9483.411,13609.66,15832.58,12190.92,9674.236,18672.47,44004.81,48280.06,29373.36,1328.681,3104.032,1530.673
"AcGM2(d18:1,24:1)[M+NH4]+",8554.418,0,3769.435,0,2841.318,0,5993.834,0,0,0,0,0,0,7145.382,5054.196,8230.519,0,4630.135,632898.6,538153.8,637584.7,668030.3,427930.5,484940.1,465470.6,427216.8,572755.4,636949.7,401148,589609.1,759081.9,824869.1,631512.5,1091161,850583.4,1177869,0,0,1315.053
"AcGM2(d18:1,22:0)[M+H]+",0,0,0,14052.92,10262.54,0,0,0,0,5691.445,0,12390.69,5134.764,25132.77,5871.039,40692.11,0,0,658875.3,511374.5,569996.8,705202.7,396722.2,666503.8,448068.7,492174,761657.2,670328.9,467905.4,720953.8,775703,572368.8,725859.2,839791.9,479435.2,714468.5,0,1340.971,0
"AcGM2(d18:1,24:0)[M+H]+",42307.25,19041.89,41252,35772.12,30262.07,38387.97,53755.7,38599.6,44576.64,34585.53,24888.15,31606.9,38140.35,27243.06,33940.5,50589.49,27979.74,54121.02,884819.8,748922.1,939986.8,1037441,611094.6,900880.3,613948.8,619740.7,1023487,929020.1,578184.6,965749.2,1143980,1055024,1017010,1252362,1100882,1432300,0,0,0
"AcGM2(d18:1,16:0)[M+H]+",53193.61,53591.47,28891.59,53475.09,43497.29,33805.11,93656.19,38007.98,64215.51,46036.07,34386.59,28671.68,69905.04,45110.14,63475.32,79212.45,43922.35,34035.96,896503.9,680792.4,972287.7,998503.2,576986.6,827234.9,709380.8,553365.9,1041466,913347.6,642154.7,925806.3,1227448,951662.8,1134753,1564129,1228796,1556619,0,0,3640.37
"AcGM2(d18:1,24:1)[M+H]+",21693.63,3425.198,10799.18,19592.61,9546.175,25884.98,32553.28,13523.3,22792.03,12037.27,8483.924,13461.06,12860.81,19087.74,7148.191,30882.57,10767.1,18374.84,1900226,1498692,2211173,2050672,1267190,1878268,1270987,1162432,1988396,1929478,1328039,2090663,2543735,2115651,2308779,3297814,2392234,3185878,0,2482.883,1470.31
"AcGM2(d14:1,20:0)[M+Na]+",0,5699.107,15314.91,5116.902,9950.859,29804.08,15112.29,23492.64,11167.32,0,5234.597,6593.424,12688.18,17066.46,11890.96,18853.98,19132.9,43817.72,413696.7,352201.4,414829.2,464875.8,270059,362798.2,385344.9,293872.9,469155.8,413503.9,317486,437101,543687.2,443514.8,482973.8,712115.1,563596.8,619681,0,1613.786,0
"AcGM2(m14:0,m28:1)[M+Na]+",12016.76,9008.452,15113.77,23056.17,17328.91,8025.863,24585.85,7683.561,29769.89,3081.957,11886.53,6468.254,13025.21,15926.5,8273.957,29760.04,21364.59,30113.22,409291.2,364198.8,477980.1,453997.9,301253.2,434234,346910.5,343493.5,479740.3,423251.8,334065.2,446141.2,499007.6,458351.2,521646.7,537254.4,476650.5,614531.4,0,1277.005,0
"GcGM2(d18:1,24:1)[M+NH4]+",5739.499,8240.226,24033.01,0,9516.505,0,13060.77,4554.155,10310.23,12429.91,11714.05,8105.52,22796.66,0,19635.58,12779.87,11637.13,21938.78,27237.09,19276.84,26960.26,24761.19,11291.39,8437.692,17452.79,10539.03,24990.13,18739.15,12844.09,20786.41,27120.34,40594.96,16911.84,24758.87,29669.58,39076.94,0,3002.528,0
"GcGM2(d18:1,24:1)[M+H]+",0,0,0,5578.764,0,4508.873,0,0,6006.773,6312.529,5636.398,0,3761.898,0,0,4908.917,0,0,60320.54,53354.67,76661.63,74799.77,60256.67,55695.48,46159.56,33247.49,77827.97,59095.5,43966.36,69422.98,93540.97,84816.31,76795.26,77871.62,73161.7,100292.6,3992.999,4563.441,1842.45
"GcGM2(m14:0,m28:2)[M+Na]+",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3767.63,0,0,149491.1,135137.1,171369.6,162147.5,112766,167919.3,124147.9,115202.9,173752.4,159594.8,130369.6,184789.8,197830.1,155955.2,190940,241434,183500.4,228289.8,4661.586,1316.377,1633.167
"PC(17:0,18:2)[M+H]+",1698972,1427741,1664954,1587712,1282332,1554014,1613686,921703.3,1439561,1695991,1349930,1689140,1799324,1523670,1693391,1558294,985006,1572397,4665720,3814223,5639462,5183156,3136638,4523965,3384701,3394496,5020298,4826250,3008103,5769742,6363354,4971436,5966308,7276486,5321530,7352660,0,4669.062,7046.764
"PC(18:1,18:3)[M+Na]+",6663588,5527226,4310394,4874754,5282754,7479996,5663672,2766951,6217590,6119810,4321120,7287478,6390106,5243916,7419612,5926742,4340940,6995062,2769697,2219314,4295230,2707016,1891258,3014910,1564468,1382457,3120220,3063856,3074047,3801737,3567179,2311247,4135148,2883471,3160351,3161104,0,13325.35,8528.741
"PC(18:2,20:3)[M+H]+",3.28E+07,3.05E+07,2.44E+07,2.80E+07,2.71E+07,3.53E+07,1.94E+07,1.07E+07,1.75E+07,3.14E+07,2.41E+07,3.55E+07,3.52E+07,2.69E+07,3.53E+07,2.12E+07,9849706,1.82E+07,2.45E+07,2.07E+07,3.44E+07,2.91E+07,1.70E+07,2.75E+07,1.46E+07,1.35E+07,2.33E+07,1.92E+07,1.19E+07,2.31E+07,2.82E+07,2.05E+07,2.95E+07,3.43E+07,2.35E+07,3.17E+07,6742.415,20286.64,32391.71
"PC(18:1,22:4)[M+H]+",1.72E+07,1.42E+07,1.14E+07,1.64E+07,1.50E+07,1.93E+07,1.42E+07,7404376,1.36E+07,1.48E+07,1.12E+07,1.72E+07,1.77E+07,1.48E+07,1.88E+07,1.37E+07,8661777,1.37E+07,1.65E+07,1.29E+07,2.17E+07,1.78E+07,9196371,1.77E+07,1.00E+07,9841435,1.67E+07,1.75E+07,1.08E+07,1.99E+07,2.18E+07,1.28E+07,2.22E+07,2.79E+07,1.46E+07,2.84E+07,10869.29,1090.094,2010.828
"PC(17:0,22:6)[M+H]+",330269.2,300793.8,260381.9,381372.2,326607.7,506303.5,148041.6,138692.3,292244.9,230307.2,232437.3,286691.7,338071.2,280738.8,364823.1,179074.1,107679.8,224863.1,451368.6,289735.9,554058.1,379446.8,340528,493619.9,263208.7,305802.9,463680.8,284112.6,303510.2,386617.4,360813.3,308357.3,460971.9,327508.8,214258.5,208986.3,0,0,0
"PC(12:0,12:0)[M+Na]+",6064344,5300080,6263108,3758580,3793676,4583684,2667104,2429453,2463537,7581148,4523654,5097062,4021995,3333465,4240138,2325974,2619418,2201740,6014670,4030393,5051241,4209498,5219844,4459570,2694331,2501274,3764851,5812572,6774760,6065554,6530852,4041268,6049878,9935657,1.11E+07,7941262,4918.914,0,0
"PC(20:4,20:5)[M+H]+",1.95E+07,1.89E+07,1.71E+07,1.17E+07,1.09E+07,1.33E+07,1236468,755659.8,1042030,1.54E+07,1.45E+07,1.77E+07,1.24E+07,1.06E+07,1.27E+07,1184947,827826.5,1061876,1.74E+07,1.50E+07,2.26E+07,1.27E+07,9513763,1.25E+07,775596.8,656972.2,875705.7,9802519,8042010,9649164,7800152,5195122,7008132,2990131,2270172,2609131,6639.53,0,0
"PC(20:1,22:6)[M+H]+",501896.9,371753.6,397048.3,532204.7,465380.1,575570.6,629301.3,294515.7,489142.3,680457.8,363695.1,576401.3,518718,428466.5,665158.2,605039.1,351477,496672.8,1020576,843739.4,1163006,1051260,614605.7,966325.2,778307.7,758394.8,1248925,1067461,684815.8,1070501,1177528,794529.3,1359545,1021131,739353,1016664,4187.111,0,1180.611
"PC(14:0,16:0)[2M+Na]+",1125893,838841.5,639717.8,969279.2,878958.4,1374130,1858891,826594.5,2058374,1226144,648918.7,1064434,1145830,791217.1,1275741,2063960,813524.2,2090395,863659.4,766051.6,1086941,849424.3,564570.2,890790.6,954200,674883.7,1860790,1073700,587234.2,1077273,1007040,861555.2,1353933,845898.7,547325.9,1001861,0,0,0
"PC(15:0,18:2)[M+H]+",3.51E+07,3.16E+07,2.76E+07,2.60E+07,2.83E+07,3.28E+07,2.44E+07,1.44E+07,2.75E+07,3.70E+07,2.53E+07,3.69E+07,3.37E+07,2.83E+07,3.38E+07,2.56E+07,1.81E+07,2.74E+07,1.27E+07,1.12E+07,1.67E+07,1.37E+07,9489101,1.36E+07,6699294,6878556,1.17E+07,1.34E+07,9785299,1.50E+07,1.63E+07,1.28E+07,1.69E+07,1.75E+07,1.79E+07,1.86E+07,10846.24,2041.342,1260.212
"PC(16:0,18:0)[M+H]+",2687325,2340745,2139944,2937552,2508993,3658142,3675358,2211870,4367442,2907381,2094594,2965634,2885108,2553085,3431197,3636524,2173218,4167330,2390679,2160531,3095153,2582959,1992522,3287711,1930532,2147846,3754695,2151217,1662162,2653694,2258196,1855400,2772692,2131878,1504367,2488067,0,0,0
"PC(14:0,14:0)[M+Na]+",1717053,1239196,1230905,1061700,1327769,1595953,2068812,1224466,2156190,1505784,993198.5,1956107,1345960,1312716,1794334,2350920,1151304,2455095,1865450,1655173,3358428,2314670,1562791,2024302,2172292,1866973,3855410,1946616,1490884,2503473,3646458,2502830,3144339,3864613,4933792,3940066,5191.684,0,0
"PC(18:1,24:1)[M+Na]+",1055581,1156279,782370.5,907618.6,1150096,540370.8,1080438,885126.6,1155969,1060326,1054943,515951.5,1122657,1238234,690094.8,1218974,813279.1,1217583,246851,264621.3,152465.5,267520.8,221114.3,247544.5,314800.4,315549.8,410016.1,468087.3,458287.8,649480.9,1094961,1023206,1125663,2296204,1823465,2408217,25033.55,9397.591,4214.076
"PC(16:0,22:6)[M+H]+",1.02E+08,9.46E+07,8.80E+07,1.02E+08,1.06E+08,1.35E+08,9.93E+07,5.81E+07,9.46E+07,9.76E+07,6.88E+07,1.04E+08,1.17E+08,9.04E+07,1.10E+08,1.05E+08,5.27E+07,9.30E+07,1.43E+08,1.18E+08,1.89E+08,1.60E+08,9.62E+07,1.61E+08,9.63E+07,8.95E+07,1.52E+08,1.08E+08,6.98E+07,1.29E+08,1.62E+08,1.27E+08,1.78E+08,2.03E+08,1.54E+08,2.02E+08,17837.73,14607.82,13186.51
"PC(16:0,22:6)[2M+Na]+",90509.75,30944.23,39143.56,67284.02,79568.54,200878.6,86446.88,30295.58,46362.25,0,17280.81,105062.4,104831.1,68680.93,130250.3,116850.2,12606.34,75111.66,238542.8,127172.8,375843.2,283160.5,175482.1,314118.8,95184.8,94226.06,191685.2,134225.1,69831.37,164224,264753.2,135577.1,266612.7,323110.9,261498.8,389246,0,1466.734,0
"PC(16:0,16:0)[2M+NH4]+",951433,655080.9,572782.9,978825.5,744448.3,1076527,753350.2,672415.6,786884.9,736315.8,628242.3,764760.3,919928.5,729509,1023338,680472.2,452882.8,584343.3,1708341,995040.8,2297803,1927407,842617,1535226,873757.6,592840.8,1301674,1548524,1405041,1950924,2532474,1704741,2215678,2624022,1702592,2238411,0,0,1215.58
"PC(14:0,16:1)[M+Na]+",4925428,4207858,3644193,3190633,3678588,4336560,4524466,2884623,4818974,4685536,3384501,5758318,4258076,3963487,4894070,4632860,2974265,5151428,4312514,3317878,6432394,4514068,3445454,4757578,2756704,2546701,5477584,4983975,2670883,5936806,6975524,4479592,7911542,9368351,7555214,1.07E+07,37449.18,1996.141,0
"PC(16:0,20:4)[M+H]+",1.53E+08,1.25E+08,1.29E+08,1.81E+08,1.42E+08,2.08E+08,1.31E+08,9.04E+07,1.29E+08,1.49E+08,1.11E+08,1.56E+08,1.62E+08,1.44E+08,1.73E+08,1.18E+08,5.95E+07,1.30E+08,3.17E+08,2.22E+08,3.91E+08,3.41E+08,2.19E+08,3.57E+08,1.71E+08,1.60E+08,2.59E+08,3.00E+08,2.21E+08,3.46E+08,4.17E+08,3.16E+08,4.50E+08,3.78E+08,3.49E+08,4.05E+08,38801.98,22188.89,25178.86
"PE(16:0,18:2)[M+Na]+",839850.8,524216.4,573089.5,861133.5,509064.3,1072490,716026.3,431096.3,855029.8,739335.8,569036.8,775927.8,927838.9,681184.8,957668.9,802475.2,670136.7,821008.8,710989.8,650526.4,1068760,735054.9,461004.4,969686.2,767026.9,614142.2,1097577,787806,439547,679451,919874,708071.4,915973.1,763229,541793.8,678170.1,5026.052,1061.097,0
"PE(18:1,18:1)[2M+Na]+",632415.4,620028.6,423011.3,608262.7,623404.4,605845.2,568719.6,421889.8,587961.4,585976.2,445623.2,580378.2,754693.5,515529.8,689647,669205.2,331151.8,715099.5,1191868,1148572,1571006,1341658,791590.1,1184950,883784.1,895790.3,1312983,1195823,772101.7,1253092,1097682,791398,1038460,659868.2,397656,529781.6,0,1513.724,1584.015
"PE(16:0,18:1)[M+Na]+",4412810,3860668,3076537,4138731,3731745,3891970,3815939,3208549,4674562,4387760,3309897,4570018,3972261,3777732,4461520,4242228,3032615,4733678,4111355,4150609,4415000,4492340,2857491,4549468,4269050,3429649,5163020,4402256,2853081,3995547,4335924,3445387,5116412,3972296,2654916,3708037,3497.859,1581.751,0
"PE(18:0,20:4)[2M+Na]+",959723.8,893875.6,599825.6,1012159,857164.3,1013946,904737.4,544617.1,828273.2,834647,686018.5,1067287,907303.2,750516,1009186,1008586,460496.5,951205.8,772421.5,820601.9,933924,893328.3,517072.8,1031582,846765,667815.2,1182330,945413.7,563425.8,842960.5,1241623,864275.6,1212300,1162744,559549.6,1206385,5648.045,1462.275,1530.885
"PE(18:1,24:0)[M+Na]+",1210709,1260630,918004.5,1146508,1408210,598136.6,1214693,975136.1,1101614,1084184,1088208,713201.9,1304749,1353792,753421.1,1304160,967077.8,1351546,484253.2,514272.6,316045.1,562123,483642.5,573312.8,589826.9,571154.1,736611.9,430361.5,379339,537782.7,491850.4,457111.2,493754,581563.9,521343.8,590494.5,52497.39,2983.274,2457.199
"PE(16:0,22:6)[M+K]+",134999.2,110594.7,77580.84,175951.2,104193.6,125600.8,118589.1,136597.4,230779.7,74687.52,77631.2,171536.8,101902.8,143203.2,117471,144400.2,95871.2,117554.3,368479,422695.8,491214.6,460074.4,385090.2,470206.5,327590,277259.2,465476,323669.9,186317.9,352917.6,316511.9,316992.1,329762.8,298204.7,110465.6,230409.5,0,0,0
"PE(16:0,22:6)[M+Na]+",861558.2,875060.7,698099.5,835749.6,820768.6,1018595,971063.8,629307.7,888852.7,687163.3,673581.4,935233.7,1005365,851301.2,990788.8,1071681,574363.6,960012.2,2167004,1815630,2376646,2437780,1700236,2579672,1817352,1689027,2214864,1949587,1040153,1684147,1573216,1571340,1839953,1550614,992123.6,1245134,0,0,0
"PE(18:0,18:1)[2M+H]+",6930530,5798916,5670086,6098076,5446000,6718142,7391094,4311480,6359734,7041076,5085518,7525770,8043082,6150890,6549056,8293052,3673233,7649164,1.13E+07,8457940,1.41E+07,1.32E+07,8013020,1.07E+07,8009162,6968788,1.30E+07,1.02E+07,5971342,1.09E+07,1.38E+07,9769817,1.14E+07,1.16E+07,8162924,1.09E+07,0,0,0
"PE(16:0,18:1)[2M+H]+",2451433,1819939,1217060,2043290,1691160,2064646,1822884,1067230,2091919,2398224,1174698,2440815,2216904,1688093,2029363,2386380,1302822,2108888,3476060,2277226,4209692,3438316,1519256,3383231,2781934,2394848,4650186,3384912,1799950,3741314,3744442,2392826,3487560,3097320,2014917,3066145,0,0,0
"PE(15:3,18:1)[2M+H]+",1392401,1411242,930433,1072135,1263692,564168.9,942163.9,722551.7,969283.7,1448647,1179911,693880.2,1319525,1284734,1093290,1059234,649192.9,967347.2,679941,679984.7,348395.2,711896.2,524966.9,619124.6,377522.8,343142.3,459285.8,679641.1,573415.7,804241.7,697110.3,658584.6,661834.4,630442.7,488878.4,541380.2,0,0,2737.426
"PI(18:0,18:1)[2M+Na]+",274482.1,225580.9,217123.2,224829.9,226706.4,223986,424287,296421.7,386200.2,383803.8,240198,335481.6,239387.6,211841.6,292019.2,486064.7,208405.1,472386.2,161195.7,113468.1,218527.3,212260.5,104299.9,174731.8,132005.1,166780.5,277515.1,493659,322538.4,508558.2,933301.4,675666.7,1007780,1360201,657554.4,1385029,0,4829.938,0
"PI(18:0,18:2)[M+Na]+",499334.8,323857.9,366290.3,304240.3,413034.2,386511.8,519848.2,294080.1,504989.9,470810.1,348440.2,455020.7,383900.1,329635.3,472064,404926.2,231967.4,350338.5,335763.3,295387.5,421704.1,348532.4,263310.8,267050.6,219643.6,231514.2,381553.7,376716.7,316899.6,342462.3,471670.8,403050.1,507909.5,466623.9,539042.9,599617.8,0,1149.337,0
"PI(16:0,16:1)[M+Na]+",810300.2,672959.5,660156.1,510385.8,778029.7,558509.4,1414821,1087974,1115650,935322.3,648090.9,933418.2,609766.2,582364.8,916394.2,1257665,686118.2,1175989,245382.2,196350.9,237314.6,175260.9,142410.2,206279.2,116888.1,112800.4,185276.8,253255.2,188152.4,208698.8,279680.7,205467.9,252070.8,207615.9,281352.7,262463.6,0,0,0
"PI(18:0,22:6)[M+Na]+",526588.6,543785.2,520268.9,497574.4,627263.8,611742.2,690089.2,518224.5,672215.3,486981.9,345009.5,489629.5,479785.6,540443.4,607995.7,654442.2,375289.5,517347.8,661882.7,544200.8,664015.4,593566.5,337001.9,553504.8,508485.2,515081.3,763628.6,643464.5,473247.9,622782.2,958456.7,730527,1046197,1078183,886348.5,1354385,0,0,0
"PI(18:0,20:4)[M+K]+",443199.8,507291.1,464562.8,591475.9,542907.5,659459.2,633240.1,533060.4,646269.3,664815.4,407379.8,582498.7,528274.4,489936.8,547577.4,649367.7,397272.1,556480,937146.8,858931.6,916152.2,851538.3,716637.7,915318.3,747723.5,730128.2,1251401,849559.2,500208.1,928075.8,1043957,807550.2,1153114,743954,482618.6,676880.2,0,3840.746,1649.584
"PI(18:0,22:2)[M+Na]+",85630.81,79670.66,106206.7,68988.16,85892.02,88080.12,87209.95,74942.12,99811.94,100170.9,82183.49,107454.5,85381.22,80970.24,101452.3,93216.98,59199.57,94885.88,376189,329384,424264.8,349841.1,291319.4,332670,339362.3,352912.5,504425.8,413889.6,326722.3,472412.4,538594.1,447134.2,547709.1,651873.7,567169.2,727581,0,1367.256,1184.328
"PI(18:0,20:2)[M+Na]+",137204.1,122182.7,118184.2,146443.4,146597.2,145634.7,204847.9,126975.4,174213.1,154681,80588.49,203156.7,188358.6,136506.9,153288.7,99223.72,154385.3,187114.4,1816604,1725018,1958257,1789159,1251555,1580629,1271333,1231461,1745728,2062319,1604968,1893237,2057018,1666517,2230876,1606380,1299266,1826183,0,1161.829,0
