compound,cjm_dmso_4hr_01,cjm_dmso_4hr_02,cjm_dmso_4hr_03,cjm_dmso_8hr_01,cjm_dmso_8hr_02,cjm_dmso_8hr_03,cjm_dmso_24hr_01,cjm_dmso_24hr_02,cjm_dmso_24hr_03,cjm_brd_4hr_01,cjm_brd_4hr_02,cjm_brd_4hr_03,cjm_brd_8hr_01,cjm_brd_8hr_02,cjm_brd_8hr_03,cjm_brd_24hr_01,cjm_brd_24hr_02,cjm_brd_24hr_03,639_dmso_4hr_01,639_dmso_4hr_02,639_dmso_4hr_03,639_dmso_8hr_01,639_dmso_8hr_02,639_dmso_8hr_03,639_dmso_24hr_01,639_dmso_24hr_02,639_dmso_24hr_03,639_brd_4hr_01,639_brd_4hr_02,639_brd_4hr_03,639_brd_8hr_01,639_brd_8hr_02,639_brd_8hr_03,639_brd_24hr_01,639_brd_24hr_02,639_brd_24hr_03,blank_01,blank_02,blank_03
LPE(16:1) [M-H]-SN1,53395.21,57756.73,82299.38,42190.04,56356.61,60516.42,46914.11,38102.5,51494.24,344032.2,58516.74,47634.08,113386,60928.93,86169.87,29707,61821.04,65152.61,34706.29,70391.27,100092,78643.01,53825.1,90562.3,43492.45,44384.16,133525.3,240260.6,327155.8,315557.9,376073.8,359540.9,539304.4,389042.2,599571.4,616768.7,942.632,3419.945,3035.872
LPE(16:0) [M-H]-SN2,27451.58,35183.46,32245.12,19762.04,29449.6,31450.47,19711.18,12883.85,19182.82,2039717,37058.75,27260.2,61901.05,33662.12,36354.62,12350.77,27536.12,26792.06,42393.69,54257.61,67428.99,44676.96,53613.82,57410.69,40687.11,46283.73,103780,154199.2,172731,184329.8,233599.1,202277.5,245876.4,218041.2,281157.3,315250.9,947.3386,0,0
LPE(16:0) [M-H]-SN1,573474.4,687603.5,836866.3,461767.8,554906.9,595913,679094.1,672132.9,698289.6,1007370,604285.4,664772.6,791237.5,581690.5,671840,818302.6,758797.8,905769,602388.9,653006.4,742582.8,609255.2,623092.3,591892.7,584233.8,900736.3,1267578,1823063,2263372,2366391,3389888,3708768,3473585,4123474,5261526,5198976,778.5358,502.3122,581.9633
LPE(17:0) [M-H]-SN2,6523.51,5789.893,6860.152,2903,4250.948,3133.019,3571.431,4593.488,3908.973,13983.16,5405.223,2353.902,8162.022,4910.059,6920.262,5012.139,6487.362,7771.375,4367.496,5470.126,9869.327,4483.795,5387.178,6297.233,3106.634,6256.495,13179.51,15990.01,24255.93,22032.28,27425.6,28506.75,31918.98,26323.3,32813.58,36698.27,865.5635,386.8426,0
LPE(17:0) [M-H]-SN1,49026.16,52088.94,56386.03,31894.67,43340.54,36589.51,49851.27,49911.44,51369.77,63477.18,53036.8,45573.44,53735.54,49538.04,43847.55,59239.36,57635.69,74486.16,36732.76,41422.25,44257.68,34806.29,37835.57,40924.75,35027.72,49701.81,59220.03,106874.8,121505.5,134905.6,199422.3,189741.7,183508.9,255038.6,251943,261169.5,0,490.106,588.5837
LPE(18:1) [M-H]-SN2,19685.8,16268.11,13949.45,12890.07,21760.83,11784.77,25841.94,23854.74,11974.32,1326518,18422.13,15657.86,15654.47,13579.67,17961.79,12646.78,12623.92,13386.6,36571.11,66299.8,33816.18,45549.08,31445.8,35384.89,24239.3,24465.94,36216.73,156257.4,91929.95,138151,274404.1,245475.5,181090.7,279111.1,289793.5,188170.9,720.425,590.8635,620.4407
LPE(18:1) [M-H]-SN1,36626.9,30731.12,28172.67,17719.95,27894.33,18108.76,27328.46,26129.6,26225.05,79033.38,29128.47,21957.29,61808.91,30829.85,40693.05,28709.11,29439.47,34077.84,24728.4,34788.82,55072.44,21837.06,32923.83,48731.01,40289.18,41239.17,100125.4,190297,241047.8,232684.8,294702,270467,400536.2,238234.3,296692.8,328860.2,0,523.4824,0
LPE(24:0) [M-H]-SN2,13581.3,14365.41,22574.33,2827.125,6550.583,16077.67,5808.431,12237.9,11403.42,10559.74,8613.236,14798.61,19016.28,16818.4,20594.86,6548.048,19176.78,27064.39,3556.177,3012.293,6166.311,1787.145,6207.725,2631.317,2062.837,4801.496,10623.79,6535.337,8636.665,10741.8,9686.453,17670.93,23006.63,21573.51,28888.9,35626.79,3835.153,1071.801,0
LPE(24:0) [M-H]-SN1,473357.3,519053.1,510613.9,332084.5,431736.7,391203.6,219924.2,558429.1,481475.9,424002.6,451422.2,489071.8,429181,504760.6,395892.5,628493,567825,588221.7,80061.62,86898.07,107568.1,75239.57,111755.4,74012.7,70457.96,107825.5,116332.1,158805.8,170376.8,170062.7,284344.2,278824.1,242855.6,496913.7,565868.8,511542.8,3730.962,1170.253,941.3859
LPC(18:1) [M-H]-SN2,53837.98,34086.14,50182.36,34008.06,76341.59,34877.41,82090.84,80703.84,37751.21,131029.1,43832.5,36054.46,21504.08,36649.59,55566.73,45989.84,32448.97,35960.38,70003.96,145667.2,44406.59,64487.19,55428.61,55148.08,55778.57,30667.53,90781.75,299642.3,164912.5,212595.9,295556.7,332524.5,220132.6,653517.8,722714.8,411301.4,0,0,0
LPC(18:1) [M-H]-SN1,91962.43,78738.88,84836.56,50851.91,69070.21,45682.83,46543.95,36643.75,47464.89,94401.55,73309.95,60219.4,125155.6,61311.99,88063.56,47267.82,41270.61,52110.36,71343.71,65216.39,83578.1,44285.47,53844.5,69717.35,39848.43,42294.46,162799.1,219989.5,243692.4,230684.3,209488.7,221357.8,286986.7,185974.5,309882.9,361438.3,0,0,0
LPC(20:5) [M-H]-SN2,76004.29,94799.7,124630.6,57364.86,131279.7,54181.81,85265.18,94451.37,43648.91,824565.7,126284.8,85380.66,34451.94,79891.68,75708.23,72825.62,38039.14,34388.34,224894.2,331168.3,107612.9,243630.3,199135.6,158320.6,52171.2,36260.71,58745.88,396013.8,194383.4,358106.3,528959.5,769305,288825.7,1900226,1689109,1050071,0,0,0
LPC(20:5) [M-H]-SN1,193449.5,2145.775,216009.5,120412.1,139813.8,126003.7,38774.3,0,32150.8,13818.04,164325,118808.1,187169.4,133398.4,3570.45,0,36598.48,1625.827,214267.6,237089.7,341144.2,120554.4,7106.1,237173,83108.85,779.4431,158405.8,745018.9,0,674638.3,1070013,736355,943593.2,1003667,1187260,1459238,0,0,0
LPC(16:1) [M-H]-SN2,235518.5,259816.8,424067.5,164714.3,415474.2,173409.8,417758.1,556954.9,288010,874125.2,398081.9,318930.5,120689.3,243078.6,283733.5,349124.8,209034.2,247541.6,312804.2,592216.4,177627.7,392690.7,268139.5,249380.5,175921.5,124697.9,248466.2,761369.3,383148.4,675248.2,987693.6,1659324,573883.6,3779082,4790604,2554037,0,0,0
LPC(16:1) [M-H]-SN1,434126.5,486936.6,548775.1,337398.3,379516.4,404345.8,291234.7,192858.3,296672.7,164453,383218.6,327466.2,666553,401434.6,548043.6,218724.4,309328.3,370771.6,392535.9,438722,547181.6,295480.7,333366.6,401565.8,262896.9,293207.5,659964.1,1278743,1428252,1176061,1680303,1320990,1762784,2024306,2797874,2761375,740.1738,504.1865,854.9771
LPC(17:1) [M-H]-SN2,52009.62,53065.07,56861.31,38339.27,87681.95,40095.75,82806.84,93411.52,49196.66,153266,63507.32,44955.59,30654.81,55759.47,61544.49,59183.69,43167.54,49177.91,59520.02,126646.1,46047.18,67663.05,52847.79,58637.95,48721.3,32672.63,67141.97,193713.7,119950.1,170273.5,255589.3,312829.2,176954.8,610509.8,678102.9,415357.4,0,0,0
LPC(17:1) [M-H]-SN1,104433.6,128300.8,143181.8,65939.16,89955.41,85272.88,65601.21,53982.31,65699.19,131896.1,112274.2,87428.65,137742.8,102247.1,121821.9,56953.66,62000.88,86563.45,93488.37,106637,121162.5,70144.57,88332.82,89043.96,49849.94,62688.04,130224.9,220924.1,276962.5,231334.3,257746.4,223986.6,309510.5,227629.1,309627,345997.5,0,0,0
LPC(14:0) [M-H]-SN2,32639.62,43717.18,48613.36,25713.12,54918.46,28633.54,49286.88,55772.32,32504.96,815242.7,41374.32,37571.54,31889.22,34760.17,46075.89,40465.55,36665.05,35045.07,70912.96,114983.4,51360.36,74096.23,69465.88,68366.3,45637.75,39671.41,80393.84,144634.4,110227,162242.6,209174.1,267851.8,158555.9,437852.4,509279.2,384675.7,0,570.1717,0
LPC(14:0) [M-H]-SN1,120443.2,141882.4,208456.8,102608.8,110061.9,116440,77827.28,69479.87,100058.4,198566.4,121895.3,117465.6,175030.2,127558.3,132871.8,89331.98,91509.12,105749.2,141109.7,147061.4,175328.2,138705.9,134116.6,147302.2,98176.19,133465.2,199306.2,355215.7,430902.3,378327.4,524512.9,505062.9,586704.3,545326.4,675835.6,712132.6,866.8786,1164.074,601.3275
LPC(20:1) [M-H]-SN2,21125.75,21116.32,25454.75,13203.32,27102.1,16928.45,25029.29,21913.4,15458.39,252845.5,19681.96,15910.25,20796.3,19739.4,26386.68,16402.62,16675.81,17000.16,16799.28,31174.63,19747.27,16762.04,16387.65,19156.38,13347.21,14907.28,28575.54,99757.06,78415.59,85623.77,156379,163575.4,130666.9,336877.8,357481.3,165995.8,0,0,0
LPC(20:1) [M-H]-SN1,199184,207673.4,259624.4,122582.7,144970.6,152200.5,165856,165980.7,169832.6,266729.1,200850.4,183369.1,198304,177972.9,171063.3,182559.5,175967.1,205245.4,159915.6,164553.4,190227.4,127033.3,161816.1,123729.7,107379.3,174973.8,191464,458612.5,535094.8,519889.9,738394.1,695117.1,695349.4,918643.5,1012981,1000102,0,0,0
18:1(d7) LPE [M+H]+,5287574,6717672,6692954,4602948,7289234,6263670,5508428,6732584,5970374,5241948,6730122,6606340,5122780,6403218,5929508,4683710,6841986,6056378,5509610,6982430,6077612,4196338,6498130,5993786,5958382,6681702,7000016,4778070,6829048,5707508,4812100,6830194,6783162,5227780,6622500,7079336,0,0,0
18:1(d7) LPC [M+Na]+,6.21E+07,9.50E+07,9.66E+07,5.37E+07,1.03E+08,8.70E+07,6.98E+07,8.77E+07,7.97E+07,6.07E+07,9.37E+07,8.95E+07,6.44E+07,8.51E+07,7.99E+07,5.48E+07,9.45E+07,7.55E+07,6.25E+07,9.89E+07,7.70E+07,5.24E+07,9.22E+07,7.95E+07,9.04E+07,9.48E+07,1.14E+08,6.22E+07,1.05E+08,7.93E+07,6.13E+07,1.15E+08,1.06E+08,7.79E+07,1.07E+08,1.13E+08,0,0,0
15:0-18:1(d7) PE [M+H]+,6532702,4972928,3594825,5682204,5022681,6140194,6729488,4192240,6704022,6817540,4574520,5916530,6264384,4863796,5676048,6695420,3888609,6344614,6843888,5098124,6249122,6303262,4021792,5771818,4902344,4375622,6908800,6206742,3805917,5886556,6822712,5119948,6259236,5639732,4017324,5046450,0,0,0
15:0-18:1(d7) PC [M+Na]+,5.62E+08,4.46E+08,3.98E+08,5.32E+08,4.60E+08,6.37E+08,5.98E+08,3.21E+08,6.28E+08,5.84E+08,3.47E+08,5.65E+08,5.59E+08,4.58E+08,6.20E+08,5.74E+08,2.89E+08,6.46E+08,6.10E+08,4.50E+08,6.46E+08,5.98E+08,4.13E+08,6.13E+08,4.79E+08,3.97E+08,7.32E+08,6.10E+08,2.95E+08,6.04E+08,5.82E+08,3.59E+08,7.10E+08,5.06E+08,2.54E+08,4.47E+08,0,0,0
"PC(12:0,12:0) [M+Na]+",6064344,5300080,6263108,3758580,3793676,4583684,2667104,2429453,2463537,7581148,4523654,5097062,4021995,3333465,4240138,2325974,2619418,2201740,6014670,4030393,5051241,4209498,5219844,4459570,2694331,2501274,3764851,5812572,6774760,6065554,6530852,4041268,6049878,9935657,1.11E+07,7941262,0,0,0
18:1(d7) LPE [M-H]-,4188841,4073194,4220555,3782512,4246848,3969880,4294182,4241846,3972827,4508454,4048382,4076185,4289790,4085839,4061821,4263862,4031203,4098343,4377871,4473612,4094967,4342224,4393012,4081679,3342867,4214146,4148442,4374314,4360133,4528692,4654992,4572462,4224843,4545538,4644232,4733222,0,0,0
15:0-18:1(d7) PE [M-H]-,3044023,3451355,3231308,3071012,3484755,3434476,1788201,3589839,3314517,3326499,3355859,3259032,3440747,3511249,3273368,3537107,3594721,3358698,3472306,3677070,3504131,3478791,3628398,2988615,2698571,3512389,3315249,3471838,3492228,3410848,3657320,3287931,3293603,3199090,3121593,3078408,0,0,0
"PC(12:0,12:0) [M+FA-H]-",1.31E+07,1.48E+07,1.39E+07,1.06E+07,1.28E+07,1.04E+07,6036764,8397883,6814172,1.51E+07,1.52E+07,1.23E+07,1.20E+07,1.16E+07,1.02E+07,7834120,7367890,6534306,1.53E+07,1.36E+07,1.20E+07,1.27E+07,1.37E+07,1.01E+07,6537150,8586855,8561294,1.37E+07,1.47E+07,1.41E+07,1.48E+07,1.44E+07,1.14E+07,2.09E+07,2.05E+07,1.92E+07,0,0,0
C18H36O BRD1748[M-H],0,0,0,0,0,0,0,0,0,4290.193,19603.69,18576.14,0,24883.45,32181.27,59782.44,55089.11,0,0,0,0,1569.459,0,0,0,1196.599,0,3420027,4700852,4405248,7062338,5892478,4776920,6379502,6710246,6400818,0,0,0
C16H30O BRD1748[M-H],0,1196.378,0,0,1019.78,0,0,0,814.785,28525.26,32106.48,39253.57,64848.22,78225.27,63305.69,228942.6,205869.9,240584.6,10367.64,9162.425,10402.75,12860.15,11444.23,10098.07,4908.106,10020.55,14165.66,1716177,2655389,2329794,4775878,3476393,3265863,4241074,4678022,4578564,0,0,0
C18H34O BRD1748[M-H],0,0,0,0,0,0,868515.3,0,0,204131.4,221418.2,244376.2,425330.3,439403.7,425817.8,0,803618.4,828338.8,34300.42,31136.37,31763.02,29119.81,31269.41,26259.15,18454.26,26340.04,25854.99,5.18E+07,7.38E+07,6.81E+07,1.09E+08,9.08E+07,8.42E+07,1.02E+08,1.06E+08,9.92E+07,0,0,0
C17H32O BRD1748[M-H],0,0,0,0,0,0,0,0,0,1473.298,0,0,0,1013.166,0,1643.414,1261.264,3607.059,0,0,0,0,0,0,0,0,0,980196.8,1621391,1410279,2407853,1824081,1658489,1704606,1831624,1698920,0,0,0
C17H34O BRD1748[M-H],0,0,0,0,0,0,0,0,0,0,0,1377.124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51420.46,98708.46,90350.38,144123.4,117268.4,104967.4,95193.41,117435.8,116082.4,0,0,0
C19H36O BRD1748[M-H],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1816.24,0,1829.524,0,0,0,0,0,0,0,0,0,458768,777043.2,723547.1,1270087,944768.2,813890.6,886104.4,964529.3,897185.5,0,0,0
BRD1748[M-H],0,0,0,556.3836,0,0,0,0,0,5569672,9218073,6849354,9132873,7961912,8776522,1.02E+07,1.11E+07,7055110,0,0,0,0,0,0,0,0,0,1.17E+07,1.20E+07,6499102,1.06E+07,8125378,5274562,1832811,2668155,2223834,0,715.2996,0
C18H32O BRD1748[M-H],1536.267,0,4778.846,0,1371.771,0,982.1185,1060.818,1461.199,2724.451,1791.004,1231.555,1642.278,9444.368,9488.108,17320.8,11757.48,14524.22,971.3231,0,911.374,0,0,1119.281,878.5585,0,1500.889,5100052,7238564,6321468,1.14E+07,9440779,8601758,9572192,1.00E+07,9793741,0,0,0
C16H30O BRD1748[M+H],0,1914.21,45433.47,0,3709.904,1858.338,4086.171,0,2245.156,59280.35,45060.95,52319.28,108600.2,102159.4,113236,425714.4,301093.5,407397.4,0,0,2317.542,0,0,0,1635.871,0,2459.134,2943191,5585884,4670802,1.20E+07,6705248,8869263,9495189,1.13E+07,1.01E+07,0,0,0
C16H32O BRD1748[M+H],0,0,2768.241,0,0,0,0,0,0,0,0,0,2097.134,5473.331,0,21759.52,17132.78,27455.28,0,0,0,0,0,0,0,0,0,166088.4,328140.5,236947,700654.1,384425,489912.6,564519.9,668542.2,564565.9,0,0,0
C18H36O BRD1748[M+H],0,0,28975.42,0,2340.55,0,0,6184.105,11951,33599.73,29707.25,30133.74,54960.41,61072.11,53279.59,98869.48,71875.68,108648.8,18830.22,32252.07,1739.522,4583.416,3710.735,12202.07,3004.378,0,0,8.26E+07,5.24E+07,8.70E+07,1.56E+08,1.01E+08,1.49E+08,6.39E+07,1.12E+08,1.12E+08,0,0,0
C17H32O BRD1748[M+H],0,0,0,0,1399.485,0,0,0,3666.864,0,0,0,3937.931,5446.958,2832.219,4560.209,998.9055,4150.701,0,0,0,0,1038.081,0,0,0,0,1872973,2306446,2296963,4697426,2809479,3549897,3095496,2878685,3046376,0,0,0
C17H34O BRD1748[M+H],0,0,0,0,0,0,0,0,0,0,1294.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103418.7,165736.2,158468.9,249788.4,181473.5,182270.6,204075.4,181537.5,186600.9,0,0,0
C19H36O BRD1748[M+H],0,2857.563,0,0,0,0,0,0,0,0,0,0,0,0,3589.456,2955.194,0,0,0,2806.324,0,0,0,0,1865.866,3080.683,3023.831,1538331,1808148,2373882,4389270,2584507,3053265,2865424,3282285,2887332,0,0,0
C18H32O BRD1748[M+H],0,0,0,0,0,0,0,0,0,6600.973,5219.181,3015.814,17748.48,14674.47,13183.6,34390.58,23099.89,35599.64,0,0,0,0,0,0,0,0,0,8896307,1.52E+07,1.32E+07,4.30E+07,2.17E+07,2.34E+07,2.69E+07,3.47E+07,2.76E+07,0,0,0
C18H34O BRD1748[M+H],0,7409.872,312353.4,52476.26,60516.23,0,0,6568.947,144762.5,581823.7,390798.9,575467.3,928228.8,849787.9,959026,1698781,1043800,1619680,137160.1,0,0,472324.8,35266.09,94352.04,18333.31,8152.057,0,5.42E+08,3.77E+08,7.11E+08,1.12E+09,6.42E+08,1.03E+09,8.09E+08,6.14E+08,7.66E+08,0,0,0
BRD1748[M+H],20243.71,22366.98,20894.83,24997.31,51220.62,20932.26,13622.15,27578.85,4773.867,5.03E+07,7.87E+07,7.37E+07,7.52E+07,7.77E+07,4.78E+07,9.17E+07,9.64E+07,8.33E+07,9302.439,19870.06,5980.936,13882.71,18262.15,11303.54,34916.71,49782.11,36917.44,7.44E+07,8.09E+07,6.25E+07,5.17E+07,7.45E+07,5.22E+07,1.79E+07,2.15E+07,2.25E+07,0,0,0
"Ceramide(d18:0,18:0) [M+H]+",94087.13,89757.23,89193.73,73324.92,76090.54,94629.19,68429.69,32330.09,69930.75,83319.43,68368.26,93483.27,83330.34,72855.66,97617.69,54558.38,27836.69,66336.27,125163.1,88489.8,165644.6,155523.7,111821.6,163889.6,98387.96,71928.71,121147.9,85656.97,77030.31,128506.6,184285.5,154003.4,164495.5,814511.4,842559.4,1227855,0,0,0
"SM(36:0, 2-OH) [M+H]+",2875860,2798867,2424752,2361666,2071974,3395159,2446458,1396330,2722530,3072814,2174955,3223805,3173155,2227390,3287381,2138928,1307432,2808077,1.96E+07,1.60E+07,2.84E+07,1.98E+07,1.22E+07,1.89E+07,9051103,8701843,1.71E+07,2.04E+07,1.29E+07,2.39E+07,2.11E+07,1.32E+07,2.08E+07,1.81E+07,1.50E+07,2.12E+07,0,0,0
C14H28O BRD1748[M-H],0,673.1219,803.5701,723.5991,0,1316.086,730.5153,0,569.5267,0,659.4673,840.4863,521.627,1107.815,775.9882,964.7994,686.3117,759.2641,619.6689,727.3788,0,0,1119.41,780.2175,729.3907,644.9665,724.2534,4357.685,7759.651,4120.449,16470.98,10228.98,13931.78,15616.72,19177.28,14594.78,0,701.7779,657.7419
C14H26O BRD1748[M-H],0,924.4778,841.388,748.856,1223.852,765.438,0,0,1853.007,645.5481,1360.968,797.8813,1496.434,937.1758,984.6653,1616.431,2503.837,2481.058,842.1682,1020.271,730.4404,957.6675,632.2645,785.6246,735.199,0,666.7495,97862.5,150440.4,140339.6,293746.5,215278.9,209886.2,303864.3,314063.7,306055.6,0,0,566.1993
C2H4O BRD1748[M-H],1326.589,0,0,0,0,0,0,0,0,4127.249,17692.17,16410.16,38947.73,20571.45,6946.879,2694.356,11056.09,2655.954,0,0,0,0,0,0,0,0,0,35884.19,23353.06,16447.12,12955.19,2403.329,901.3603,0,0,672.3228,0,0,0
C14H26O BRD1748 [M+H],0,0,0,0,0,0,1092.886,2996.604,0,0,0,1608.8,1538.575,1095.769,1629.043,5692.267,4032.379,6363.819,2173.736,1521.408,1646.714,0,0,0,1114.12,1067.702,1859.351,180820.7,310161,247708.5,476802.5,553577.9,485379.1,547169.1,663838.7,460331,0,1569.784,2840.231
C6H10O BRD1748 [M+H],525.1414,0,0,0,0,0,700.7463,0,0,564466.4,760989.8,652775.6,636294.1,883093.1,656180.4,796156,744269,652172.2,0,1989.338,0,946.1635,0,1255.196,867.4158,0,927.0698,866654.7,905484.7,754460.5,524385.9,866958.9,919087.5,927209.2,1095654,1428219,1881.011,815.0707,0
C4H6O BRD1748 [M+H],19175.93,0,10136.18,0,12901.97,0,12991.03,4496.758,0,54055.66,71281.41,54197.06,52587.57,49303.94,23994.06,31981.26,47176.7,24843.38,837.0341,0,0,0,2265.868,7648.956,9756.88,0,36322.91,130873.7,138189.8,98847.76,158007.8,119391.8,152832.5,111375,116704.6,136974.1,0,0,0
C2H4O BRD1748 [M+H],0,0,0,0,1477.523,0,0,0,0,77139.17,194520.1,263320.3,346642.6,293464.6,75438.57,83605.23,160527.7,99791.94,0,0,0,600.1647,0,0,0,0,0,289664.8,214741.5,175397.9,115887.8,54578.22,47707,12112.02,2536.288,16039.66,0,0,0
