compound,t.stat_cjm_4hr,p.val_cjm_4hr,p.adj_cjm_4hr,t.stat_cjm_8hr,p.val_cjm_8hr,p.adj_cjm_8hr,t.stat_cjm_24hr,p.val_cjm_24hr,p.adj_cjm_24hr,t.stat_639_4hr,p.val_639_4hr,p.adj_639_4hr,t.stat_639_8hr,p.val_639_8hr,p.adj_639_8hr,t.stat_639_24hr,p.val_639_24hr,p.adj_639_24hr
LPC(20:0)[M+H]+,0.5505963179320914,0.6122889346465263,0.998796701739146,-0.3437784195632698,0.758424381949605,0.979260541873001,-2.8776653989709975,0.06596212473915926,0.772217470408182,-3.3366008916611523,0.03582536692121027,0.196580218490744,-3.1677422580240244,0.03629593691237663,0.136716699727673,-7.525620834844595,0.006997525635330783,0.0241527497735611
LPC(12:0)[M+H]+,0.9224269175880285,0.4387798932979259,0.998796701739146,-1.2494595484016813,0.2998094294396382,0.979260541873001,0.2677338385883105,0.8139084528733019,0.925961563515764,-1.9957356734033127,0.12101382039719803,0.378057774671538,-2.748066833193566,0.06955538547506068,0.192952208222225,-6.714509771781299,0.019400568799618156,0.0466485586867223
LPC(17:0)[M+H]+,0.40643636328636146,0.7107446742267708,0.998796701739146,-1.2154579887223111,0.2910530039609945,0.979260541873001,0.5443908294580109,0.6385287114253346,0.859382120386383,-1.7522487215399607,0.16015866406551177,0.447666820388309,-2.7601367765636415,0.05139880431524063,0.16175506063914,-5.004982964665054,0.031141309773543045,0.0617059286253538
LPC(18:1)[2M+H]+,1.445275995125758,0.2796012280994169,0.998796701739146,-1.7938688440104325,0.20148210821089665,0.979260541873001,0.40961192189983786,0.7097292467559501,0.877930975755915,-5.2872046949074845,0.028757554720014258,0.168444886115114,-4.074262033466199,0.05372952600550875,0.164885715497587,-4.28195126868253,0.03827066008339869,0.070602769464201
LPC(16:0)[M+H]+,0.4869959600712423,0.6566409429655731,0.998796701739146,-0.0037918134806021017,0.9971860715353038,0.997186071535304,-1.509121825765219,0.26178689259045973,0.772217470408182,-0.3919576390915858,0.7212583314219276,0.879850215068207,-2.9694570918648466,0.04248651881141931,0.146647016542641,-4.848848371575256,0.03671230220370586,0.0686151325029961
LPC(16:0)[M+Na]+,0.5770296449287527,0.6129461639046504,0.998796701739146,-1.626406618396952,0.18869913421638723,0.979260541873001,-1.1344119295495725,0.37428176731423907,0.772217470408182,-3.1577700095972934,0.06172230950609731,0.264171484686097,-3.7205943457969832,0.021104709103662158,0.103825465475487,-6.024662487773478,0.020852429665374192,0.0485045646564139
LPC(20:1)[M+H]+,0.27410332843021123,0.7987404888850167,0.998796701739146,-1.198838665682133,0.31098531725867046,0.979260541873001,-0.013190074961736983,0.9905430233801871,0.992862796268665,-5.250910446031984,0.01410071643060654,0.111761233931474,-5.177776873843911,0.010686253062925519,0.0724100544498717,-3.9451964281163434,0.029279150769990787,0.0595801169117032
LPC(18:1)[2M+Na]+,1.5699752086679446,0.20005894586982131,0.998796701739146,-1.060724139323933,0.39905222871952617,0.979260541873001,0.40961192189983786,0.7097292467559501,0.877930975755915,-7.863346698300056,0.0014229174798341625,0.0507507234474185,-7.382193132063702,0.004686967422643763,0.0522772547432286,-3.4995861778340704,0.05906948699164558,0.0929145307135299
LPE(16:0)[M+H]+,0.5243729386514523,0.6332650115075321,0.998796701739146,-1.0432609010102347,0.40482899326274463,0.979260541873001,-0.4874827198224383,0.6690378878952976,0.870359319207257,-3.421257385991805,0.02746982210317758,0.165592730424789,-3.2387348481906133,0.0381070265854766,0.136930297036251,-5.067533744671632,0.01028510198747151,0.02974340304485
LPE(24:0)[M+H]+,0.5636672006722359,0.6047410573395166,0.998796701739146,-1.9351761723123926,0.1269817960217839,0.979260541873001,-1.197695866474736,0.33061676069652374,0.772217470408182,-5.9161899508677065,0.007729584580403695,0.0894124919030482,-6.763634817224129,0.01830544199929602,0.0955454777524231,-6.485006469854014,0.0029314733674139313,0.0156833825156645
LPE(18:2)[M+H]+,-0.8214200734185898,0.4697310367887483,0.998796701739146,-1.5704742100955338,0.22645004226521304,0.979260541873001,-0.032708505069612835,0.9762493895230939,0.985459289424255,-2.3192689749164894,0.10184997000271288,0.353649018511431,-4.085797766915348,0.017350453442413892,0.0939999249791537,-4.284445330545151,0.021288768542230146,0.0487250959148369
LPE(20:2)[M+H]+,-0.25295555445305723,0.8129335539161224,0.998796701739146,-0.673894906556836,0.5521128961548518,0.979260541873001,0.6787140558749332,0.5594035215132085,0.813878207445204,-2.906756195441531,0.06837176250057102,0.271919233019665,-5.388703045093865,0.007990560717942786,0.0610707140585627,-1.6204884497047702,0.1861489256546127,0.236414659288351
LPE(16:1)[M+H]+,-0.48068142879330383,0.6750786522800585,0.998796701739146,-1.4249979325861073,0.241492414169035,0.979260541873001,-1.0843968057414612,0.3632462318844912,0.772217470408182,-3.0195384846098894,0.05252342476909665,0.247033250562345,-3.6392378902775775,0.022123042454684508,0.106389462591067,-5.109819088017382,0.023768719966438635,0.0521692930545422
LPE(20:4)[M+H]+1,1.0939949289418291,0.38768810760423794,0.998796701739146,-1.2083440292506207,0.3099502865345003,0.979260541873001,-1.129316719185382,0.3432627057438986,0.772217470408182,-3.6251832381091003,0.026999493343480663,0.165082616442996,-1.7989965134221197,0.21006772536092091,0.385875478345383,-6.372692504655313,0.00612746195035689,0.0227393280261713
LPE(18:0)[M+H]+,0.5680150736911656,0.6006220842809833,0.998796701739146,-1.7509153794743595,0.18638748228135257,0.979260541873001,-0.5397939257841012,0.6430126475914512,0.859382120386383,-5.661329684458461,0.0060646866917641404,0.0786571486083349,-5.212462898931599,0.016037288854898624,0.0891423328558001,-3.6891851587215516,0.02126816442750262,0.0487250959148369
LPE(16:0)[M+Na]+,0.23013682578960806,0.8340944355504739,0.998796701739146,-0.971391690112612,0.38950525662453944,0.979260541873001,-0.7676667306086967,0.5012672334830198,0.777327449024393,-3.8863543134318563,0.01783693775657523,0.129393378979902,-2.7223775196338735,0.0823441576214487,0.204902903848721,-2.9184162513393455,0.08476791560492646,0.126724958593491
LPE(18:1)[M+Na]+,-0.17157062508773435,0.8769044900540854,0.998796701739146,-2.216877699845035,0.11904863329699679,0.979260541873001,-1.755525841339806,0.18909774186394615,0.772217470408182,-4.968031931061268,0.009925088147988564,0.0977024706375374,-2.8589438809177357,0.09115929942020924,0.216943406139524,-2.8004357118134506,0.04989859450727484,0.0820912529039745
LPE(20:4)[M+H]+2,1.366579713411097,0.30322862171815534,0.998796701739146,0.10601137101024552,0.9221107936436677,0.996693937820061,-0.10153109473911798,0.9266977280672642,0.967382018567778,-0.7741504207248692,0.48460695480831545,0.773310717269221,-0.12997424668776558,0.9036771035779142,0.950304177718298,0.8413973441368917,0.476585443873794,0.528441891134673
