compound,logFC,AveExpr,t,P.Value,adj.P.Val,B
QI6408,-1.3176034720173266,11.877565625900404,-3.405069779306967,0.0014854785130038934,0.011962874651409867,-2.8277795620939363
QI2075,2.210944506594112,13.342604356918477,3.3987748330654757,0.0015123684304491367,0.012164901043964536,-2.844884659430618
QI4931,0.2847357178779948,16.801667638207203,3.3983954769867237,0.0015140036707978575,0.012164901043964536,-2.8459149063654037
QI1153,-0.2677626864339082,16.029635778816,-3.3981379218949046,0.0015151148414063796,0.012164901043964536,-2.846614332024883
QI6607,-0.4793136901303452,15.25574593226963,-3.3934521038337886,0.0015354673030077545,0.0123159832374252,-2.859334100294273
QI2344,0.4474109788030134,17.189214772570125,3.3926032637247854,0.0015391819756419417,0.012333445181442573,-2.8616372411774993
QI2377,-0.23740986713275447,17.872850110082222,-3.389107396763695,0.0015545710887536297,0.01243702354832648,-2.871119086594824
QI5657,-0.3135930917231491,20.430510569948538,-3.3889631085584226,0.0015552094026893728,0.01243702354832648,-2.8715103213508693
QI4304,0.4879099350209479,18.09113270426128,3.3861038354680995,0.0015679101898595203,0.012526103219983278,-2.8792612491137657
QI6723,-0.5584255957531337,15.62685524310088,-3.383565201896924,0.0015792695940380652,0.01260429991420828,-2.8861398918500436
QI305,-0.3370750388820003,14.945524730153403,-3.38137468149198,0.0015891343906485784,0.01267042440098633,-2.892072950418802
QI6051,2.236517416099897,10.243263657619746,3.379120278594075,0.0015993482409666865,0.01273919785580317,-2.898176767666996
QI2201,-0.27713818204404106,18.235344594864088,-3.378008107041848,0.0016044101086133608,0.01276683877101961,-2.9011871344879667
NH4_C48:2 TAG,0.4065322538817533,18.941940998313992,3.3754558822587244,0.0016160839763724821,0.01284698669423556,-2.9080932401080926
QI1419,-1.8529292620130633,14.1416957059644,-3.364328738223346,0.0016679326227054493,0.013236689698156274,-2.938167758386747
QI2297,-0.09983657243099131,24.568963372316833,-3.364228444186773,0.0016684070919880305,0.013236689698156274,-2.9384385772528834
QI1722,-2.4499950284273186,12.76654169652617,-3.3595666519396348,0.0016906035569841556,0.013399536690286474,-2.9510215066908927
QI6163,-0.08720889617538319,22.250600480488213,-3.3505960434356514,0.0017341102095663598,0.01371872958793409,-2.9752066352023743
QI1928,-2.43112933179693,14.052175340300563,-3.350262444686357,0.0017357485343244665,0.01371872958793409,-2.9761053190770026
QI2763,1.344553525664626,14.025077140208195,3.350209883805705,0.0017360067986227528,0.01371872958793409,-2.976246908517485
QI876,-0.5920234431919162,16.713525844539035,-3.349344067337394,0.0017402663664777213,0.013738854847950593,-2.978579077688111
QI2149,-0.9130096448155101,12.543929843037269,-3.3462997861304675,0.0017553225557649878,0.013844092644828877,-2.986776437343572
QI3288,0.47809977175505836,17.094452513389285,3.343174762115735,0.0017709071173035898,0.013953286825041348,-2.995186775760053
QI4969,0.2657604832772016,16.85240546441577,3.3423288153087305,0.0017751484892084913,0.013972979422906092,-2.9974626877695716
